,AnimalType,AgeInDays,Breed,Color
519,Dog,1095,Yorkshire Terrier/Maltese,White/Gray
520,Dog,270,Rhod Ridgeback/Labrador Retriever,Red/Tan
521,Cat,90,Domestic Shorthair Mix,Orange Tabby/White
522,Dog,3285,Australian Cattle Dog/Chinese Sharpei,Tan/Brown
523,Dog,365,Labrador Retriever/Plott Hound,Brown Brindle
524,Cat,120,Domestic Shorthair Mix,Orange Tabby
525,Cat,1460,Domestic Shorthair Mix,Orange Tabby
526,Dog,730,Chihuahua Shorthair Mix,White/Tan
527,Dog,14,Pit Bull Mix,Brown/White
528,Cat,60,Domestic Shorthair Mix,Cream Tabby
529,Cat,3650,Domestic Medium Hair Mix,Orange Tabby/White
530,Cat,60,Domestic Shorthair Mix,Black
531,Dog,1095,Chihuahua Shorthair Mix,White/Tricolor
532,Cat,2190,Domestic Shorthair Mix,White/Cream Tabby
533,Dog,2555,German Shepherd/Collie Rough,Brown/Black
534,Cat,60,Domestic Shorthair Mix,Calico
535,Cat,120,Domestic Shorthair Mix,Brown Tabby
536,Dog,1825,Labrador Retriever Mix,Brown
537,Dog,2190,Chihuahua Shorthair Mix,Black/White
538,Cat,2920,Domestic Medium Hair Mix,Black/White
539,Dog,730,Labrador Retriever/Black Mouth Cur,Tan/White
540,Cat,60,Snowshoe Mix,Lynx Point
541,Dog,120,Chinese Sharpei/Airedale Terrier,Red
542,Cat,365,Domestic Shorthair Mix,Black/White
543,Dog,60,Dachshund/Chihuahua Shorthair,Black
544,Cat,1825,Domestic Shorthair Mix,Brown Tabby/White
545,Cat,60,Domestic Shorthair Mix,Black/White
546,Cat,1095,Domestic Shorthair Mix,White/Black
547,Dog,1095,Cardigan Welsh Corgi Mix,Tricolor
548,Dog,1095,Chihuahua Shorthair Mix,Tan
549,Cat,30,Domestic Shorthair Mix,Brown Tabby
550,Dog,60,Chihuahua Shorthair Mix,Black
551,Cat,730,Domestic Shorthair Mix,White
552,Cat,1460,Domestic Shorthair Mix,Blue/White
553,Cat,21,Snowshoe Mix,Seal Point
554,Dog,2555,Harrier,Brown/Tricolor
555,Cat,60,Domestic Longhair Mix,Tortie
556,Dog,1460,Miniature Poodle/Dachshund,White/White
557,Cat,60,Domestic Medium Hair Mix,Brown Tabby/White
558,Cat,730,Domestic Shorthair Mix,Tortie
559,Dog,30,Australian Kelpie Mix,Black
560,Cat,1095,Domestic Shorthair Mix,Black
561,Cat,90,Domestic Shorthair Mix,Brown Tabby
562,Cat,28,Domestic Shorthair Mix,Orange Tabby
563,Dog,30,German Shepherd Mix,Red
564,Dog,150,Labrador Retriever Mix,Black/White
565,Cat,60,Domestic Shorthair Mix,Tortie
566,Cat,30,Domestic Shorthair Mix,Brown Tabby
567,Dog,730,Labrador Retriever Mix,White/Black
568,Dog,4380,Harrier Mix,Tricolor
569,Dog,730,Anatol Shepherd,Brown/Black
570,Dog,270,American Staffordshire Terrier Mix,Fawn/White
571,Dog,3285,Basset Hound Mix,White/Brown
572,Dog,730,Miniature Schnauzer Mix,Buff
573,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
574,Dog,150,Rottweiler Mix,Black/Brown
575,Dog,120,Mexican Hairless Mix,Tan/Black
576,Cat,14,Domestic Shorthair Mix,Brown Tabby/White
577,Dog,60,Labrador Retriever Mix,Black/White
578,Cat,14,Domestic Shorthair Mix,Gray Tabby
579,Dog,60,Redbone Hound Mix,Brown/Black
580,Cat,60,Domestic Shorthair Mix,Black
581,Cat,21,Domestic Shorthair Mix,Brown Tabby/White
582,Cat,120,Domestic Shorthair Mix,Black/White
583,Dog,730,Chihuahua Shorthair Mix,Brown/White
584,Cat,4380,Domestic Shorthair Mix,Black
585,Dog,730,Afghan Hound Mix,Tan/White
586,Dog,730,Pointer Mix,Brown/White
587,Dog,1095,Pit Bull Mix,Blue/White
588,Dog,60,Dachshund/Chihuahua Shorthair,Sable/White
589,Dog,1095,Pit Bull Mix,Blue Tiger/White
590,Dog,1825,Labrador Retriever Mix,Black/Brown
591,Dog,240,Border Collie/Greyhound,Blue/White
592,Cat,3650,Domestic Shorthair Mix,Black/White
593,Dog,30,Miniature Poodle Mix,Black/White
594,Dog,365,Catahoula Mix,Yellow Brindle
595,Dog,2190,Swedish Vallhund Mix,Sable
596,Cat,1095,Domestic Shorthair Mix,Brown Tabby
597,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
598,Dog,180,Australian Kelpie Mix,Black/Tan
599,Dog,365,Pit Bull Mix,Blue/White
600,Dog,14,Border Collie Mix,Black/White
601,Dog,730,Papillon/Border Collie,Black/White
602,Cat,21,Domestic Shorthair Mix,Tortie/White
603,Cat,150,Domestic Shorthair Mix,Black
604,Cat,365,Domestic Shorthair Mix,Tortie
605,Dog,365,Miniature Schnauzer/Miniature Poodle,Gray
606,Cat,365,Domestic Shorthair Mix,Blue/White
607,Dog,60,Labrador Retriever/German Shepherd,Tan
608,Cat,60,Domestic Shorthair Mix,Tortie
609,Dog,3650,Cocker Spaniel,White/Tan
610,Dog,730,Boxer Mix,White/Brown Brindle
611,Dog,90,Border Collie Mix,Tan/White
612,Cat,14,Domestic Shorthair Mix,White
613,Cat,14,Domestic Shorthair Mix,Brown Tabby
614,Dog,365,Chihuahua Shorthair Mix,Tan/White
615,Dog,2555,Chow Chow Mix,Black
616,Cat,60,Domestic Shorthair Mix,Cream Tabby
617,Dog,730,Labrador Retriever Mix,White
618,Dog,4380,Labrador Retriever Mix,Gold
619,Cat,28,Domestic Shorthair Mix,White
620,Cat,60,Domestic Shorthair Mix,Black Tabby/White
621,Dog,365,Pit Bull Mix,Brown Brindle/White
622,Cat,60,Domestic Shorthair Mix,Calico
623,Cat,30,Domestic Shorthair Mix,Calico
624,Dog,60,Australian Shepherd Mix,Chocolate/White
625,Dog,30,Dachshund Mix,Tricolor
626,Dog,365,German Shepherd Mix,Brown/White
627,Cat,365,Domestic Shorthair Mix,Orange Tabby/White
628,Dog,365,Blue Lacy Mix,Blue/White
629,Dog,30,Dachshund Wirehair/Miniature Poodle,Black/Tan
630,Dog,30,Chihuahua Shorthair Mix,Brown
631,Cat,60,Siamese Mix,Lynx Point
632,Cat,365,Domestic Shorthair Mix,Black
633,Cat,730,Domestic Shorthair Mix,Orange Tabby
634,Cat,60,Domestic Shorthair Mix,Orange Tabby
635,Dog,730,Miniature Schnauzer Mix,White
636,Dog,120,English Pointer Mix,Brown/White
637,Dog,365,Labrador Retriever/Australian Cattle Dog,Black/White
638,Dog,730,Chihuahua Shorthair Mix,Brown/White
639,Cat,210,Domestic Shorthair Mix,Blue/White
640,Dog,365,German Shepherd/Chow Chow,Brown/Tan
641,Dog,1095,Miniature Schnauzer Mix,Black/Gray
642,Dog,180,Pit Bull/Weimaraner,Brown/White
643,Dog,1095,Yorkshire Terrier Mix,Black/Tan
644,Dog,365,Pit Bull Mix,Brown Brindle
645,Dog,730,Australian Kelpie Mix,Black/Tan
646,Dog,300,Queensland Heeler Mix,Blue Tick
647,Dog,60,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown
648,Dog,1825,Pit Bull Mix,Brown/White
649,Dog,60,Australian Kelpie Mix,Sable
650,Cat,3650,Domestic Shorthair Mix,Calico
651,Dog,730,Pit Bull Mix,White/Gray
652,Dog,120,Labrador Retriever Mix,Brown/Black
653,Cat,365,Domestic Shorthair Mix,White
654,Dog,365,West Highland/Chihuahua Shorthair,White
655,Dog,180,Labrador Retriever Mix,Black
656,Cat,1095,Domestic Shorthair Mix,White/Blue
657,Dog,60,Chihuahua Shorthair Mix,Black
658,Cat,365,Domestic Shorthair Mix,Black/White
659,Cat,60,Domestic Shorthair Mix,Black
660,Cat,120,Domestic Longhair Mix,Cream Tabby/White
661,Cat,365,Siamese Mix,Lynx Point
662,Dog,365,Pit Bull Mix,White/Black
663,Dog,730,Dachshund Mix,Brown
664,Cat,180,Domestic Medium Hair Mix,Blue Tabby
665,Cat,30,Domestic Longhair Mix,Orange Tabby
666,Cat,30,Domestic Shorthair Mix,Brown Tabby
667,Cat,120,Domestic Shorthair Mix,Black/White
668,Cat,60,Domestic Shorthair Mix,Black/White
669,Dog,240,Pointer Mix,Black/White
670,Cat,4380,Domestic Shorthair Mix,Orange Tabby/White
671,Dog,4380,Chow Chow Mix,Brown/Tan
672,Cat,21,Siamese Mix,White/Black
673,Dog,365,Border Collie/German Shepherd,Black
674,Cat,30,Domestic Shorthair Mix,Orange Tabby
675,Dog,1825,Dogo Argentino Mix,White
676,Dog,2920,Chihuahua Shorthair Mix,Brown
677,Dog,2920,Pit Bull Mix,Tan
678,Dog,365,Great Pyrenees Mix,White/Black
679,Dog,730,Boxer/Australian Cattle Dog,Red/White
680,Dog,365,German Shepherd Mix,Tan/Black
681,Cat,60,Domestic Shorthair Mix,Torbie/White
682,Cat,30,Domestic Shorthair Mix,Black
683,Cat,730,Domestic Shorthair Mix,Blue/White
684,Cat,60,Domestic Shorthair Mix,Blue Tabby
685,Cat,1460,Domestic Shorthair Mix,Black
686,Cat,60,Domestic Shorthair Mix,Orange Tabby
687,Cat,60,Domestic Shorthair Mix,Black Smoke/White
688,Dog,1825,Basset Hound Mix,Tricolor
689,Cat,150,Domestic Shorthair Mix,Brown Tabby/White
690,Cat,60,Domestic Longhair Mix,White/Black
691,Cat,60,Domestic Medium Hair Mix,Brown Tabby/White
692,Dog,1095,Shiba Inu Mix,Tan/White
693,Dog,1095,Pit Bull Mix,Fawn/White
694,Cat,30,Domestic Shorthair Mix,Black
695,Dog,365,Plott Hound Mix,Yellow Brindle
696,Dog,730,Chihuahua Shorthair Mix,Black/Tan
697,Cat,60,Domestic Shorthair Mix,Blue
698,Dog,730,Beauceron Mix,Black/Tan
699,Dog,2190,Chinese Sharpei Mix,Tan/Black
700,Dog,150,Chihuahua Shorthair Mix,Black/Tan
701,Cat,1825,Domestic Shorthair Mix,Blue Tabby/Orange
702,Cat,60,Domestic Shorthair Mix,White/Brown Tabby
703,Dog,90,Pekingese Mix,Brown/Black
704,Dog,60,Anatol Shepherd Mix,White/Brown
705,Cat,5475,Siamese Mix,Blue Point
706,Dog,2920,Catahoula/Pit Bull,White/Tan
707,Cat,365,Domestic Shorthair Mix,Calico
708,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
709,Cat,365,Maine Coon Mix,Brown Tabby
710,Dog,730,Rat Terrier Mix,Black/Brown
711,Cat,30,Domestic Medium Hair Mix,Blue
712,Dog,60,Pit Bull Mix,Fawn
713,Cat,21,Domestic Shorthair Mix,Calico
714,Cat,90,Domestic Shorthair Mix,Brown Tabby/White
715,Dog,3285,Shih Tzu Mix,White/Gray
716,Dog,2555,Labrador Retriever Mix,Buff/Tan
717,Dog,2190,Schipperke Mix,Black
718,Cat,3650,Domestic Longhair Mix,Black
719,Cat,60,Domestic Shorthair Mix,Torbie
720,Cat,2920,Domestic Longhair Mix,Brown Tabby
721,Dog,270,Pointer/Boxer,White/Brown
722,Cat,1095,Domestic Shorthair Mix,Blue Tabby/White
723,Dog,240,Labrador Retriever/Standard Poodle,Black
724,Cat,21,Domestic Shorthair Mix,Orange Tabby/White
725,Dog,270,Rottweiler Mix,Black/Tan
726,Cat,14,Domestic Shorthair Mix,Blue Tabby
727,Dog,300,Australian Cattle Dog Mix,Red Merle
728,Dog,4015,Boxer Mix,Brown Brindle/White
729,Dog,365,Chihuahua Shorthair Mix,Tricolor/Blue
730,Dog,1825,Chihuahua Shorthair Mix,White/Brown
731,Dog,730,German Shepherd/Bull Terrier,Brown
732,Dog,1825,Miniature Pinscher/Pomeranian,Red
733,Cat,365,Domestic Shorthair Mix,Orange Tabby/White
734,Dog,1095,Labrador Retriever Mix,Black/White
735,Dog,365,Beagle Mix,Red/White
736,Cat,30,Domestic Shorthair Mix,Orange Tabby
737,Cat,730,Domestic Shorthair Mix,White/Black
738,Dog,6,Chihuahua Shorthair/Pit Bull,White
739,Dog,365,Pit Bull Mix,Black/White
740,Dog,4380,Harrier Mix,Tricolor
741,Dog,35,Australian Cattle Dog Mix,Tricolor
742,Dog,730,Rat Terrier Mix,White/Brown
743,Dog,365,Doberman Pinsch,Black/Brown
744,Dog,365,Chihuahua Shorthair Mix,Tan
745,Dog,730,Labrador Retriever Mix,Yellow/White
746,Dog,365,Miniature Poodle Mix,White/Brown
747,Cat,180,Burmese,Chocolate
748,Dog,60,Redbone Hound/Anatol Shepherd,Brown/White
749,Cat,90,Domestic Shorthair Mix,Brown Tabby
750,Dog,730,Chihuahua Shorthair Mix,Chocolate/White
751,Dog,150,Pit Bull Mix,Black
752,Dog,730,Pit Bull Mix,Tan/White
753,Cat,365,Domestic Shorthair Mix,Orange Tabby/White
754,Cat,730,Domestic Shorthair Mix,Calico
755,Cat,365,Domestic Shorthair Mix,Calico
756,Cat,60,Domestic Shorthair Mix,White/Blue
757,Cat,730,Maine Coon Mix,Brown Tabby
758,Cat,1095,Domestic Shorthair Mix,Blue Tabby
759,Cat,180,Domestic Shorthair Mix,Torbie
760,Dog,30,Pit Bull Mix,White/Black
761,Cat,14,Domestic Medium Hair Mix,Blue
762,Dog,60,German Shepherd/Labrador Retriever,Black/White
763,Cat,1095,Domestic Shorthair Mix,Brown Tabby/White
764,Cat,30,Domestic Shorthair Mix,Brown Tabby
765,Cat,120,Domestic Shorthair Mix,Black
766,Dog,730,Labrador Retriever,Cream
767,Cat,60,Domestic Shorthair Mix,Black Smoke
768,Cat,21,Domestic Shorthair Mix,Black
769,Cat,90,Domestic Shorthair Mix,Black
770,Dog,730,Pit Bull Mix,Brown Brindle/White
771,Dog,4015,Labrador Retriever Mix,Black
772,Cat,90,Domestic Shorthair Mix,Tortie
773,Dog,300,Australian Shepherd/Australian Cattle Dog,Blue Merle/White
774,Dog,730,Boxer/Chow Chow,Red/White
775,Cat,60,Siamese Mix,Calico Point
776,Dog,730,Dogo Argentino Mix,White
777,Dog,2555,Chow Chow/Australian Kelpie,Tan
778,Cat,60,Domestic Shorthair Mix,Brown Tabby
779,Dog,365,Pit Bull Mix,Brown/White
780,Dog,2190,Pit Bull Mix,Blue/White
781,Cat,14,Domestic Shorthair Mix,Black
782,Dog,120,Labrador Retriever Mix,Brown
783,Dog,2190,Pit Bull Mix,Blue Cream/Blue Tiger
784,Dog,1460,Chihuahua Shorthair Mix,Tricolor
785,Dog,365,Dachshund Mix,Black/Brown
786,Dog,365,Labrador Retriever/Chinese Sharpei,Black/White
787,Cat,365,Domestic Shorthair Mix,Blue
788,Dog,60,Chihuahua Shorthair Mix,Brown/White
789,Dog,60,Great Pyrenees/Border Collie,White/Tan
790,Dog,1825,Catahoula Mix,Blue Merle/Gray
791,Dog,730,American Pit Bull Terrier Mix,White/Brown Brindle
792,Dog,730,Pit Bull Mix,Brown/White
793,Dog,730,Chihuahua Shorthair Mix,Brown
794,Dog,1095,Chihuahua Shorthair Mix,Black/Tan
795,Dog,365,Jack Russell Terrier Mix,White
796,Dog,1460,Catahoula Mix,Brown/Black
797,Dog,730,Whippet/Chihuahua Shorthair,White/Brown
798,Cat,21,Domestic Shorthair Mix,Blue Tabby
799,Dog,365,Tibetan Terrier Mix,White/Tan
800,Dog,730,American Pit Bull Terrier Mix,Black
801,Dog,365,Chihuahua Shorthair Mix,Buff/White
802,Cat,14,Domestic Shorthair Mix,Tortie
803,Cat,365,Domestic Shorthair Mix,Calico
804,Cat,150,Domestic Medium Hair,Blue Tabby
805,Dog,730,Labrador Retriever Mix,Black
806,Dog,60,Labrador Retriever Mix,Black
807,Dog,730,Pit Bull Mix,Brown/White
808,Cat,730,Domestic Shorthair Mix,Black/White
809,Cat,1460,Domestic Medium Hair Mix,Black/White
810,Dog,4015,Border Collie,Chocolate/White
811,Dog,120,Labrador Retriever Mix,Chocolate/White
812,Dog,730,Jack Russell Terrier/Australian Cattle Dog,White/Black
813,Cat,14,Domestic Shorthair Mix,Black
814,Dog,2190,Dachshund Mix,Red
815,Cat,120,Domestic Shorthair Mix,Blue
816,Dog,1460,Jack Russell Terrier/Australian Cattle Dog,White/Black
817,Dog,1460,Catahoula/Australian Shepherd,Tan/White
818,Dog,60,Labrador Retriever Mix,Black/White
819,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
820,Dog,730,Collie Rough Mix,Tricolor
821,Dog,1095,Staffordshire Mix,Blue
822,Cat,30,Domestic Shorthair Mix,Black/White
823,Dog,730,Silky Terrier Mix,Brown/Silver
824,Dog,730,Bruss Griffon Mix,Brown Brindle/White
825,Cat,60,Domestic Shorthair Mix,Black
826,Dog,1095,Jack Russell Terrier Mix,Tricolor
827,Dog,4015,Chihuahua Shorthair Mix,Buff
828,Dog,730,Siberian Husky Mix,Black/White
829,Dog,2555,Siberian Husky Mix,Red/White
830,Dog,365,Pit Bull Mix,Brown Brindle
831,Dog,2555,Chihuahua Shorthair Mix,Buff
832,Dog,14,Labrador Retriever Mix,Tricolor
833,Cat,1460,Domestic Shorthair Mix,Brown Tabby
834,Cat,7,Manx Mix,Orange Tabby/White
835,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
836,Cat,365,Domestic Shorthair Mix,Orange Tabby/White
837,Dog,730,Beagle Mix,Tricolor
838,Cat,1460,Domestic Shorthair Mix,Black
839,Dog,3650,Vizsla,Red
840,Dog,730,Staffordshire Mix,White
841,Dog,730,German Shepherd,Black/Brown
842,Dog,60,Boxer Mix,Brown/White
843,Dog,365,Shih Tzu Mix,White/Tan
844,Dog,150,Chihuahua Shorthair Mix,Black/White
845,Cat,1095,Domestic Shorthair,Blue Tabby
846,Dog,1460,Australian Shepherd Mix,White/Brown
847,Cat,60,Domestic Shorthair Mix,Black/White
848,Dog,30,Miniature Pinscher/Chihuahua Shorthair,Chocolate/Tan
849,Cat,90,Domestic Longhair Mix,Black
850,Dog,730,Pit Bull Mix,Blue/White
851,Dog,365,Miniature Poodle Mix,White
852,Dog,1095,Chihuahua Shorthair Mix,Brown/White
853,Dog,365,Rat Terrier Mix,White/Brown
854,Dog,240,Chihuahua Shorthair Mix,Sable
855,Dog,150,Chihuahua Shorthair Mix,White/Tan
856,Dog,730,Pit Bull Mix,Tan/White
857,Dog,730,Pit Bull Mix,White/Black
858,Dog,1825,Shih Tzu,White/Gray
859,Dog,1825,Chihuahua Shorthair Mix,Brown/White
860,Dog,365,Pit Bull Mix,White/Tan
861,Dog,60,Chihuahua Shorthair Mix,Brown
862,Cat,1095,Domestic Shorthair Mix,Black/White
863,Cat,14,Domestic Shorthair Mix,Brown Tabby
864,Dog,30,Beagle/Pug,White/Brown
865,Dog,1460,Chihuahua Longhair Mix,Tan
866,Dog,300,Border Terrier/Yorkshire Terrier,Black/Brown
867,Cat,180,Domestic Shorthair Mix,Blue Tabby/White
868,Dog,730,Pug/Beagle,Fawn
869,Dog,1825,Boerboel Mix,Tan/Black
870,Cat,6,Domestic Shorthair Mix,Brown Tabby
871,Dog,2920,Golden Retriever Mix,Tan
872,Dog,30,Shih Tzu,Brown/White
873,Dog,365,Doberman Pinsch/Vizsla,Tricolor
874,Cat,30,Domestic Shorthair Mix,Black
875,Cat,730,Domestic Shorthair Mix,Brown Tabby
876,Cat,2920,Domestic Shorthair Mix,Black
877,Cat,30,Domestic Shorthair Mix,Torbie
878,Cat,60,Domestic Shorthair Mix,Black
879,Cat,270,Domestic Shorthair Mix,Black/White
880,Dog,120,Jack Russell Terrier Mix,White/Brown
881,Dog,4380,Australian Shepherd Mix,Black/Brown
882,Cat,365,Bengal Mix,Brown Tabby
883,Dog,2920,Jack Russell Terrier Mix,White/Brown
884,Cat,60,Domestic Shorthair Mix,Brown Tabby
885,Dog,30,Labrador Retriever/Blue Lacy,Tricolor
886,Cat,14,Domestic Shorthair Mix,Blue
887,Cat,2,Domestic Shorthair Mix,Blue/White
888,Cat,120,Domestic Shorthair Mix,Black
889,Cat,60,Siamese Mix,Lilac Point
890,Dog,365,Rat Terrier Mix,Tricolor
891,Dog,365,Pit Bull Mix,White/Black
892,Dog,1095,Bichon Frise Mix,White
893,Dog,28,Labrador Retriever,Black
894,Dog,1460,Border Collie Mix,Black/White
895,Cat,365,Domestic Shorthair Mix,Brown Tabby
896,Dog,150,Cairn Terrier Mix,Tan
897,Dog,180,German Shepherd/Akita,Tricolor
898,Dog,300,Miniature Pinscher Mix,Black/Tan
899,Dog,1095,Miniature Poodle Mix,White
900,Dog,730,Pit Bull/Blue Lacy,Black
901,Dog,730,Labrador Retriever Mix,Black/White
902,Dog,330,Pointer Mix,Brown/White
903,Cat,28,Domestic Shorthair Mix,Brown Tabby
904,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
905,Cat,60,Domestic Medium Hair Mix,Cream Tabby/White
906,Dog,1825,Pit Bull Mix,White/Blue
907,Cat,2920,Domestic Longhair Mix,Gray/White
908,Cat,365,Domestic Shorthair Mix,Brown Tabby
909,Dog,1825,Yorkshire Terrier/Miniature Poodle,Black
910,Cat,365,Domestic Shorthair Mix,Calico
911,Dog,365,Pit Bull Mix,Brown Brindle/White
912,Cat,60,Domestic Medium Hair Mix,Blue Tabby/White
913,Dog,1460,Chihuahua Shorthair Mix,Black/White
914,Dog,730,Pointer/Collie Smooth,Tricolor
915,Cat,730,Domestic Medium Hair Mix,Tortie
916,Dog,90,Pit Bull Mix,White/Brown
917,Cat,120,Domestic Shorthair Mix,Black/White
918,Cat,60,Domestic Shorthair Mix,Black/White
919,Dog,365,Miniature Poodle/Miniature Schnauzer,White
920,Cat,30,Domestic Shorthair Mix,Orange Tabby
921,Dog,1460,Yorkshire Terrier,White/Gray
922,Dog,730,Chihuahua Shorthair Mix,Black/Tan
923,Cat,300,Domestic Medium Hair Mix,Black/White
924,Dog,3650,Catahoula Mix,Blue Merle
925,Dog,3650,Border Collie Mix,Black/White
926,Dog,1825,Chihuahua Shorthair Mix,Tan/White
927,Dog,1095,American Staffordshire Terrier/Labrador Retriever,Tan/White
928,Cat,90,Domestic Shorthair Mix,Black
929,Cat,21,Domestic Shorthair Mix,Tortie
930,Dog,1095,Manchester Terrier Mix,Black/Tan
931,Dog,21,Chihuahua Longhair Mix,Black/Brown
932,Dog,120,Chihuahua Shorthair Mix,Buff
933,Dog,1825,Pit Bull Mix,Blue
934,Cat,60,Domestic Shorthair Mix,Cream Tabby
935,Dog,180,Rat Terrier/Cardigan Welsh Corgi,Black/Gray
936,Dog,60,Chihuahua Shorthair Mix,Brown/Black
937,Dog,730,Jack Russell Terrier/Dachshund,Black/Brown
938,Dog,1825,Chihuahua Shorthair Mix,Tan
939,Dog,365,Miniature Pinscher Mix,Brown
940,Dog,730,Labrador Retriever Mix,Black/White
941,Dog,1825,Dachshund Mix,Tan/White
942,Cat,7,Domestic Shorthair Mix,Orange Tabby
943,Cat,2555,Domestic Medium Hair Mix,Black
944,Cat,60,Domestic Shorthair Mix,Cream Tabby
945,Dog,60,Chihuahua Shorthair,Tan/White
946,Cat,90,Domestic Shorthair Mix,Torbie
947,Dog,1460,Border Collie/Chow Chow,Black
948,Cat,60,Domestic Shorthair Mix,Brown Tabby/White
949,Cat,365,Domestic Shorthair Mix,Brown Tabby/White
950,Cat,7,Domestic Shorthair Mix,Brown Tabby/White
951,Dog,730,English Setter Mix,White/Brown
952,Dog,365,Miniature Poodle Mix,White
953,Cat,60,Domestic Shorthair Mix,Black
954,Cat,30,Domestic Shorthair Mix,Black/White
955,Cat,60,Domestic Shorthair Mix,Orange Tabby/White
956,Cat,90,Domestic Shorthair Mix,Brown Tabby
957,Dog,60,Chihuahua Shorthair Mix,Black
958,Dog,365,Dachshund Mix,Tan
959,Dog,270,Pomeranian Mix,Cream
960,Dog,1825,Pit Bull Mix,Brown/White
961,Dog,300,Chihuahua Shorthair Mix,Black/White
962,Cat,1825,Domestic Longhair Mix,Cream Tabby
963,Dog,365,Boxer/Pit Bull,White/Tan
964,Cat,730,Domestic Shorthair Mix,Brown Tabby/White
965,Dog,1825,Labrador Retriever Mix,White
966,Dog,730,Basset Hound Mix,White/Tricolor
967,Dog,1095,Pit Bull Mix,Blue/White
968,Dog,60,Greater Swiss Mountain Dog Mix,Tricolor/White
969,Cat,150,Domestic Shorthair Mix,Black
970,Dog,730,Labrador Retriever Mix,Chocolate/White
971,Cat,7,Domestic Shorthair Mix,Orange Tabby
972,Dog,210,German Shepherd,Sable/Black
973,Cat,90,Domestic Shorthair Mix,Calico
974,Dog,2190,Chihuahua Shorthair Mix,Brown
975,Dog,1460,Border Collie Mix,White/Black
976,Cat,1095,Domestic Shorthair Mix,Brown Tabby
977,Dog,365,Chihuahua Shorthair Mix,Brown/Tan
978,Dog,120,German Shepherd Mix,Chocolate/Tan
979,Cat,1825,Domestic Shorthair Mix,Torbie/White
980,Dog,30,Chihuahua Shorthair Mix,Brown/Black
981,Cat,730,Domestic Shorthair Mix,Tricolor
982,Cat,365,Domestic Longhair Mix,Brown Tabby
983,Cat,120,Domestic Shorthair Mix,Torbie/White
984,Dog,300,Chihuahua Shorthair Mix,Chocolate/White
985,Dog,4380,Labrador Retriever/Doberman Pinsch,Chocolate/Tan
986,Cat,14,Domestic Shorthair Mix,Brown Tabby
987,Dog,2190,Pit Bull Mix,Brown Brindle/White
988,Cat,1460,Domestic Shorthair Mix,Torbie
989,Dog,2190,Dachshund/Bull Terrier,Brown
990,Cat,1825,Domestic Shorthair Mix,Orange Tabby
991,Cat,120,Domestic Shorthair Mix,Brown Tabby
992,Dog,1095,Australian Kelpie Mix,Black Brindle
993,Dog,730,German Shepherd Mix,Sable
994,Dog,5475,Dachshund Mix,Brown
995,Cat,365,Siamese Mix,Tortie Point/Lynx Point
996,Cat,730,Domestic Shorthair,Orange Tabby/White
997,Cat,120,American Shorthair Mix,Black/White
998,Cat,7,Domestic Shorthair Mix,Calico
999,Dog,150,Pit Bull Mix,Fawn
1000,Cat,365,Domestic Shorthair Mix,Blue
1001,Dog,730,German Shepherd Mix,Tricolor
1002,Cat,30,Domestic Shorthair Mix,Black
1003,Cat,90,Domestic Shorthair Mix,Brown Tabby
1004,Dog,30,Chihuahua Shorthair Mix,Brown Brindle/Black
1005,Cat,14,Domestic Shorthair Mix,Orange Tabby
1006,Dog,300,Miniature Schnauzer Mix,Black/Buff
1007,Dog,30,Rat Terrier Mix,Tricolor
1008,Cat,1095,Domestic Shorthair Mix,Calico/White
1009,Dog,365,Miniature Pinscher Mix,Black/Tan
1010,Dog,210,Cardigan Welsh Corgi Mix,White/Black
1011,Cat,2555,Domestic Medium Hair,Black/White
1012,Dog,1825,Rottweiler Mix,Black/Tan
1013,Cat,1095,Domestic Shorthair Mix,Black
1014,Dog,1460,Chihuahua Shorthair Mix,Tan/White
1015,Cat,30,Domestic Shorthair Mix,White
1016,Cat,365,Domestic Shorthair Mix,Torbie
1017,Dog,730,Pit Bull/Boxer,Blue/White
1018,Cat,14,Domestic Shorthair Mix,Brown Tabby
1019,Dog,180,Labrador Retriever/Border Collie,Black/White
